at 2024-11-17 00:07:33.836778 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 2 (photo_near) at 2024-11-17 00:07:33.845293 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 1 (Unknown) at 2024-11-17 00:07:45.479727 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (photo_near) at 2024-11-17 00:07:45.487756 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (Unknown) at 2024-11-17 00:08:46.607070 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (photo_near) at 2024-11-17 00:08:46.614598 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:04.105809 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (photo_near) at 2024-11-17 00:10:04.113320 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:06.276415 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 1 (photo_2s_later) at 2024-11-17 00:10:06.283432 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 2 (Unknown) at 2024-11-17 20:59:59.204183 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (photo_near) at 2024-11-17 20:59:59.212131 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (Unknown) at 2024-11-17 21:00:05.761633 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 2 (photo_near) at 2024-11-17 21:00:05.770655 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 1 (Unknown) at 2024-11-17 21:00:12.456492 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (photo_near) at 2024-11-17 21:00:12.464500 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 2 (Unknown) at 2024-11-28 09:36:16.003477 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:36:16.019116 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:36:17.660663 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:36:17.669190 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-11-28 09:36:21.377457 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:36:21.387465 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:36:22.906906 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:36:22.906906 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (Unknown) at 2024-11-28 09:36:26.865206 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:36:26.874859 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:38:37.306079 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:38:37.321706 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:38:40.811267 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:38:40.811267 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:38:44.513739 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:38:44.529364 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 09:39:04.324142 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 09:39:04.339787 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 09:39:08.518662 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 09:39:08.518662 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:39:12.700619 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:39:12.700619 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 09:39:31.814240 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 09:39:31.829865 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 09:39:35.735876 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 09:39:35.751501 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-11-28 09:42:01.872539 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:42:01.872539 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:42:05.329918 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:42:05.345539 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:42:09.120589 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:42:09.136211 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 09:42:28.114862 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 09:42:28.137208 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 09:42:32.050494 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 09:42:32.066624 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:42:36.151619 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:42:36.167255 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 09:42:55.706195 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 09:42:55.706195 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:48:23.579603 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:48:23.589808 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:48:27.243113 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:48:27.257126 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:48:31.094587 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:48:31.108097 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:49:07.326821 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:49:07.326821 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:49:10.976776 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:49:10.987905 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:49:14.929670 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:49:14.929670 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 09:49:34.863997 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 09:49:34.872290 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 09:49:39.085435 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 09:49:39.085435 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:49:43.018866 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:49:43.018866 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 09:50:02.339675 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 09:50:02.339675 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 09:50:06.303829 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 09:50:06.315838 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:50:10.035117 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:50:10.035117 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 5 (Unknown) at 2024-11-28 09:50:29.960379 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (photo_near) at 2024-11-28 09:50:29.980433 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 5 (Unknown) at 2024-11-28 09:50:33.869407 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 5 (photo_near) at 2024-11-28 09:50:33.869407 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:50:37.891254 with bounding box (301.52924452301977, 327.6986273386534, 411.0747675376226, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:50:37.891254 with bounding box (301.52924452301977, 327.6986273386534, 411.0747675376226, 612.0089181617059)
Violation by ID 6 (Unknown) at 2024-11-28 09:50:57.333471 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 6 (photo_near) at 2024-11-28 09:50:57.349110 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 6 (Unknown) at 2024-11-28 09:51:01.330697 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 6 (photo_near) at 2024-11-28 09:51:01.346734 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:51:05.215932 with bounding box (301.5251763808457, 327.6986273386534, 411.07883567979667, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:51:05.215932 with bounding box (301.5251763808457, 327.6986273386534, 411.07883567979667, 612.0089181617059)
Violation by ID 7 (Unknown) at 2024-11-28 09:51:25.358139 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 7 (photo_near) at 2024-11-28 09:51:25.377143 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 7 (Unknown) at 2024-11-28 09:51:29.349414 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 7 (photo_near) at 2024-11-28 09:51:29.365051 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:51:33.125586 with bounding box (301.52258189005573, 327.6986273386534, 411.0814301705867, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:51:33.141215 with bounding box (301.52258189005573, 327.6986273386534, 411.0814301705867, 612.0089181617059)
Violation by ID 8 (Unknown) at 2024-11-28 09:51:53.258550 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 8 (photo_near) at 2024-11-28 09:51:53.258550 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 8 (Unknown) at 2024-11-28 09:51:57.280791 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 8 (photo_near) at 2024-11-28 09:51:57.280791 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:52:01.254816 with bounding box (301.520981769228, 327.6986273386534, 411.0830302914144, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:52:01.254816 with bounding box (301.520981769228, 327.6986273386534, 411.0830302914144, 612.0089181617059)
Violation by ID 9 (Unknown) at 2024-11-28 09:52:21.225618 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 9 (photo_near) at 2024-11-28 09:52:21.239317 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 9 (Unknown) at 2024-11-28 09:52:25.335789 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 9 (photo_near) at 2024-11-28 09:52:25.351435 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:52:29.493081 with bounding box (301.5200170897358, 327.6986273386534, 411.08399497090664, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 09:52:29.508705 with bounding box (301.5200170897358, 327.6986273386534, 411.08399497090664, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 09:53:19.273010 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:53:19.273010 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:53:22.920572 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:53:22.933362 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:53:26.885098 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:53:26.900724 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:56:55.419151 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:56:55.419151 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:56:58.943573 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:56:58.959209 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:57:02.514142 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:57:02.514142 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 09:57:21.649949 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 09:57:21.659969 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:03:08.479889 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:03:08.479889 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:03:11.922875 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:03:11.938492 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:03:15.733701 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:03:15.733701 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 10:18:45.478513 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:18:45.488274 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:18:49.016042 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:18:49.024041 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:18:52.766221 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:18:52.773401 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 10:19:09.834915 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 10:19:09.847962 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:21:00.601957 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:21:00.611644 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:21:04.102773 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:21:04.109772 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:21:07.503995 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:21:07.512008 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-28 10:21:23.799100 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 10:21:23.806609 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 10:21:27.362461 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 10:21:27.371844 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:21:30.891778 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 10:21:30.899895 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 10:24:48.087726 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:24:48.096230 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:24:51.679281 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:24:51.686796 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:24:55.106801 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:24:55.116315 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 10:25:48.622312 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:25:48.630843 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:25:52.589717 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:25:52.599229 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:25:56.487811 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:25:56.497565 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 10:26:01.791458 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:26:01.800322 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:26:04.972792 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:26:04.980228 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:26:08.156099 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:26:08.164330 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 10:26:58.888658 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 10:26:58.898665 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 10:27:03.088500 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 10:27:03.097117 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:27:07.164798 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 10:27:07.175313 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 10:28:55.832450 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 10:28:55.839960 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-28 10:29:05.721825 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 2 (photo_near) at 2024-11-28 10:29:05.730333 with bounding box (139.50434530578855, 328.970958708439, 218.0441557476087, 564.986838098368)
Violation by ID 3 (Unknown) at 2024-11-28 10:29:21.964888 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 10:29:21.974120 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 10:29:25.493467 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 10:29:25.502273 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 10:29:28.943220 with bounding box (301.5350663990886, 327.6986273386535, 411.06894566155387, 612.0089181617059)
